"";"Open.thyssenkruppStock";"High.thyssenkruppStock";"Low.thyssenkruppStock";"Close.thyssenkruppStock";"Volume.thyssenkruppStock";"Open.SalzgitterStock";"High.SalzgitterStock";"Low.SalzgitterStock";"Close.SalzgitterStock";"Volume.SalzgitterStock";"Open.DAXIndex";"High.DAXIndex";"Low.DAXIndex";"Close.DAXIndex";"Volume.DAXIndex"
"1182";21,45;21,52;20,955;21,045;3563200;26,25;26,27;25,6;26,02;455400;9161,80957;9265,919922;9149,410156;9225,099609;80394300
"1183";21,2;21,38;20,525;20,53;3895000;26,2;26,385;25,56;25,635;443600;9239;9324,570312;9067,580078;9092,599609;110261800
"1184";20,835;21,1;20,745;21,07;2346100;25,89;26,22;25,73;26,08;264900;9220,990234;9261,650391;9195,110352;9245,330078;63822100
"1185";21,325;21,58;21,325;21,48;2884300;26,39;26,73;26,215;26,52;296900;9276,19043;9350,269531;9276,179688;9334,280273;57793200
"1186";21,465;21,61;21,29;21,435;1551900;26,5;26,83;26,37;26,64;207000;9329,889648;9333,679688;9247,839844;9314,570312;63229700
"1187";21,43;21,465;21,085;21,135;2305600;26,8;27;26,365;26,875;199600;9328,709961;9405,929688;9278,860352;9401,530273;67874900
"1188";21,055;21,195;20,81;20,955;2005300;26,82;27,33;26,525;26,665;196700;9390,290039;9414,389648;9291,929688;9339,169922;70036600
"1189";21,185;21,215;21,09;21,175;858000;27,2;27,2;26,775;26,935;104100;9456,669922;9510,139648;9424,110352;9510,139648;53554100
"1190";21,12;21,365;21,03;21,335;1358500;27,705;29;27,66;28,88;758800;9481,55957;9591,719727;9446,370117;9588,150391;66737100
"1191";21,34;21,49;21,195;21,395;1248500;29,005;29,78;28,655;29,345;515500;9583,980469;9600,849609;9546,549805;9569,709961;69031300
"1192";21,31;21,43;21,055;21,165;1746200;29,235;29,25;28,36;28,46;347400;9545,209961;9546,80957;9417,160156;9462,55957;72124500
"1193";21,22;21,265;20,93;21,125;1548200;28,53;28,75;28,1;28,42;215100;9483,419922;9517,950195;9369,400391;9470,169922;68471200
"1194";21,135;21,39;21,065;21,145;981800;28,66;29,11;28,61;28,635;236900;9484,530273;9500,200195;9424,780273;9479,030273;43071900
"1195";21,195;21,46;21,125;21,205;1707100;28,85;29,12;28,63;28,795;147700;9525,150391;9578,5;9485,240234;9507,019531;55157400
"1196";21,24;21,5;20,975;21,4;1917900;28,985;29,97;28,67;29,175;495600;9541,019531;9683,099609;9528,719727;9626,490234;90121000
"1197";21,41;21,975;21,38;21,89;2866100;29;29,57;28,82;29,46;281100;9591,429688;9732,780273;9539,919922;9724,259766;106652400
"1198";21,92;22,19;21,845;22,07;1960000;29,36;29,58;29,205;29,25;215700;9714,240234;9774,650391;9691,44043;9747,019531;77345000
"1199";22,03;22,185;21,93;22,045;1131200;29,345;30,02;29,22;29,97;344900;9767,900391;9773,700195;9721,709961;9758,030273;53013300
"1200";22,05;22,28;22,035;22,165;1356200;30;30,145;29,905;30,06;192100;9737,55957;9769,209961;9695,44043;9710,700195;57197900
"1201";21,87;22,18;21,815;21,995;1618100;29,39;29,815;29,35;29,57;235100;9672,450195;9723,080078;9635,5;9700,169922;62415400
"1202";21,975;22,025;21,74;21,94;1108900;29,54;29,615;29,09;29,33;192100;9729,889648;9732,830078;9630,669922;9691,280273;62050300
"1203";21,96;22,07;21,67;21,72;1324500;29,445;29,55;29,12;29,27;128600;9706,589844;9706,589844;9617,700195;9651,129883;52625100
"1204";21,55;21,73;21,55;21,695;1184100;29,115;29,715;28,835;29,455;163800;9603,969727;9682,459961;9600,150391;9659,629883;55750900
"1205";21,695;21,73;21,485;21,595;1122900;29,375;29,465;28,975;29,31;195300;9644,280273;9644,879883;9588,650391;9632,929688;62265100
"1206";21,74;22,04;21,66;21,945;1934400;29,495;29,88;29,25;29,81;285900;9672,980469;9695,44043;9649,990234;9661,5;67216900
"1207";21,935;22,225;21,935;22,09;1489500;29,905;30,87;29,9;30,72;406300;9703,099609;9798,129883;9686,429688;9798,129883;81235700
"1208";22,15;22,175;21,975;21,975;3111100;30,8;31,1;30,56;30,56;262600;9849,429688;9891,200195;9799,240234;9799,259766;195350400
"1209";21,9;22,055;21,65;21,875;1880500;30,485;30,485;29,695;29,825;185400;9748,530273;9812,769531;9735,69043;9749,540039;73981000
"1210";21,81;21,81;21,235;21,295;2466900;29,705;29,795;29,035;29,17;265400;9713,400391;9719,660156;9589,030273;9595,030273;88196000
"1211";21,35;21,455;21,03;21,455;1973600;29,21;29,26;28,65;28,79;205800;9598,769531;9669,450195;9534,769531;9661,969727;85850600
"1212";21,42;21,445;20,8;20,855;2341000;28,79;28,79;27,555;27,71;497100;9644,360352;9718,110352;9482,540039;9510,009766;97697000
"1213";20,835;21,11;20,66;21,015;2184100;27,655;28,045;27,235;27,555;381200;9500,549805;9545,339844;9454,879883;9490,549805;83499600
"1214";20,985;20,985;20,585;20,73;2012000;27,6;27,6;26,77;27,05;320700;9495,580078;9504,980469;9369,620117;9422,910156;77424800
"1215";20,77;20,85;20,635;20,775;1984300;27,215;27,4;26,775;27,305;241600;9446,80957;9495;9404,889648;9474,299805;89859600
"1216";20,665;20,725;20,16;20,235;2405600;27,3;27,555;26,435;26,495;300900;9454,040039;9520,969727;9357,549805;9382,030273;83526600
"1217";20,14;20,15;19,48;19,485;4171700;26,39;26,555;25,525;25,525;519200;9363,280273;9412,620117;9195,679688;9195,679688;122375300
"1218";19,705;19,865;19,43;19,655;3485400;25,905;25,91;25;25,2;382900;9341,049805;9343,650391;9185,860352;9209,509766;103676300
"1219";19,63;19,65;19,045;19,065;2946200;25,2;25,305;24,365;24,385;401800;9164,769531;9170,240234;9080,349609;9086,209961;105001700
"1220";18,95;19,08;18,685;18,94;3381400;24,2;24,26;23,615;23,825;553800;9027,900391;9064,879883;8960,429688;8995,330078;112047000
"1221";19,135;19,345;18,83;18,94;3123600;24,31;24,6;23,525;23,795;298300;9082,660156;9140,290039;8975,05957;9005,019531;104101300
"1222";18,73;18,73;18,075;18,39;5718500;23,49;23,49;22,32;22,815;658900;8924,580078;8958,660156;8788,209961;8788,80957;162566100
"1223";18,105;18,575;18,05;18,29;3558500;22,69;23,625;22,55;23,08;474400;8703,849609;8872,400391;8699,599609;8812,429688;112875000
"1224";18,23;18,415;18,015;18,225;3607000;23,095;23,55;22,7;23,38;260600;8765,360352;8854,389648;8701,44043;8825,209961;116078300
"1225";18,31;18,4;17,32;17,32;5402500;23,43;23,73;22,5;22,6;393000;8838,679688;8847,849609;8555,730469;8571,950195;153532200
"1226";17,495;17,685;16,84;17,625;6545000;22,7;23,105;21,75;22,8;421100;8623,280273;8662,860352;8354,969727;8582,900391;224468500
"1227";17,58;18,11;17,46;18,11;4626300;23,025;23,895;22,885;23,755;442800;8629,160156;8850,269531;8588,419922;8850,269531;181971200
"1228";18,12;18,14;17,56;17,75;2620500;23,75;23,75;22,765;22,785;300800;8819,259766;8834,730469;8682,589844;8717,759766;103016000
"1229";17,675;18,535;17,625;18,405;3509900;22,73;23,915;22,56;23,835;328600;8693,05957;8889,780273;8644,709961;8886,959961;118317300
"1230";18,565;18,695;18,34;18,47;2473200;24;24,255;23,6;24,005;233700;8934,540039;8957,160156;8861,44043;8940,139648;97874300
"1231";18,4;19,11;18,085;19,005;4342100;23,685;23,99;23,365;23,765;214800;8873,540039;9068,120117;8820,889648;9047,30957;108376900
"1232";18,9;19,135;18,83;18,875;3398300;23,5;23,915;23,44;23,645;179300;9008,599609;9044,849609;8955,589844;8987,799805;98966500
"1233";19,14;19,19;18,34;18,67;2908900;23,995;23,995;22,59;22,995;327700;9080,799805;9085,639648;8837,660156;8902,610352;111764500
"1234";18,83;19,04;18,785;18,955;1955200;23,055;23,71;23,005;23,535;186200;8983,05957;9077,889648;8968,589844;9068,19043;78580500
"1235";19,12;19,31;18,87;18,895;2506500;23,75;24,38;23,565;23,785;295400;9139;9157,629883;9072,639648;9082,80957;89708100
"1236";18,93;19,01;18,375;18,775;3416400;23,85;23,95;23,01;23,29;251800;9091,129883;9146,950195;8899,900391;9114,839844;119733200
"1237";19,15;19,24;18,875;19,175;3183200;23,77;24,13;23,385;24,01;212800;9283,400391;9339,330078;9217;9326,870117;123211200
"1238";19,065;19,515;19,04;19,23;2240100;24;24,68;23,96;24,155;248700;9305,730469;9343,639648;9236,179688;9251,700195;79777600
"1239";19,095;19,25;18,69;18,805;3428600;24,215;24,48;22,795;22,9;370800;9244,089844;9317,919922;9148,780273;9166,469727;90365900
"1240";18,855;18,925;18,715;18,8;3040200;23,18;23,2;22,455;22,595;423200;9238,070312;9329,070312;9226,339844;9315,480469;81034800
"1241";18,85;19,495;18,85;19,165;3836000;22,57;22,965;22,42;22,7;314700;9284,969727;9467,360352;9268,629883;9377,410156;124002400
"1242";19,23;19,515;19,14;19,27;2832600;22,97;23,625;22,85;23,09;302000;9406,160156;9414,320312;9239,110352;9291,830078;104437000
"1243";19,165;19,515;19,065;19,3;1862600;23,15;23,45;22,785;22,97;213400;9233,870117;9351,870117;9222,570312;9351,870117;71162800
"1244";19,25;19,315;19,09;19,16;1639900;23,125;23,125;22,56;23,03;167200;9374,360352;9400,900391;9324,769531;9369,030273;79810300
"1245";19,085;19,17;18,93;19,045;1937900;23,035;23,3;22,675;23,24;312800;9339,679688;9359,370117;9189,629883;9210,959961;93733900
"1246";19,135;19,25;18,96;19,13;1895200;23,4;24,55;23,25;24,315;740800;9260,530273;9311;9170,280273;9248,509766;82312000
"1247";19,165;19,165;18,95;19,105;1655100;25,8;26,86;25,005;26,29;1202300;9272,360352;9284,129883;9184,459961;9252,94043;76730500
"1248";18,975;19,55;18,92;19,42;2316300;26,125;27,385;26,065;27,055;567500;9162,269531;9331,320312;9161,599609;9306,349609;72034400
"1249";19,5;19,91;19,355;19,86;2526500;27,175;27,635;26,69;27,52;359400;9323,75;9461,530273;9323,519531;9456,530273;73982400
"1250";19,94;20;19,58;19,73;2520100;27,51;27,51;26,935;27,03;249800;9462,049805;9521,730469;9439,160156;9472,799805;73153500
"1251";20,14;20,385;19,925;20,275;4970500;26,99;27,44;26,71;27,215;204500;9460,400391;9487,69043;9382,230469;9483,969727;82097800
"1252";20,4;21,155;20,35;20,99;5815200;27,255;28,17;27,255;28,03;389300;9521,240234;9736,139648;9508,169922;9732,549805;166634400
"1253";21,03;21,335;20,81;21,27;2730700;27,805;28,955;27,71;28,2;402900;9722,30957;9832,410156;9711,769531;9785,540039;97612300
"1254";21,355;21,805;21,23;21,345;3719300;28,415;28,415;27,515;28,005;367100;9790,030273;9921,459961;9787,259766;9861,209961;117773900
"1255";21,39;21,69;21,35;21,535;2003300;28,16;28,3;27,715;27,95;236700;9894,599609;9942,669922;9868,349609;9915,55957;89124300
"1256";21,535;21,6;21,33;21,39;1743900;27,99;28,085;27,425;27,505;216300;9934,780273;9992,669922;9920,860352;9974,870117;84700200
"1257";21,37;21,48;21,105;21,275;2166100;27,39;27,45;26,375;26,605;461300;9990,700195;9990,700195;9902,400391;9980,849609;98906800
"1258";21,085;21,66;20,96;21,42;2298300;26,575;26,655;25,91;26,205;323800;9915,740234;9979,080078;9906,419922;9963,509766;97092800
"1259";21,5;21,675;21,06;21,195;2050500;25,36;25,455;23,65;24,275;1686700;9983,790039;10038,209961;9910,209961;9934,080078;86630800
"1260";21,2;21,76;21,2;21,655;2431100;24,9;25,48;24,755;25,05;602900;9978,889648;9993,849609;9930,530273;9971,790039;83605000
"1261";21,755;21,98;21,355;21,45;2547700;25,06;25,3;24,73;24,92;363200;9998,849609;10083,740234;9835,419922;9851,349609;119705200
"1262";21,545;22;21,485;21,94;1945000;25;25,4;24,92;25,37;292700;9931,959961;10093,030273;9929,469727;10087,120117;93445100
"1263";21,82;21,975;21,685;21,725;1270500;25,37;25,475;24,83;24,875;331100;10060,910156;10084,950195;10014,990234;10014,990234;68931200
"1264";21,425;21,61;21,09;21,12;2808400;24,705;24,98;24,405;24,495;285200;9904,580078;9951,660156;9786,379883;9793,709961;110063600
"1265";21,245;21,455;21,01;21,125;1747400;24,57;24,61;23,76;23,965;368600;9859,780273;9909,389648;9775,389648;9799,730469;88531300
"1266";21,01;21,31;20,7;21;2563600;23,495;23,97;22,65;23,125;913500;9770,660156;9907,820312;9763,410156;9862,530273;98963300
"1267";20,845;20,9;20,4;20,435;2162500;22,785;22,98;22,275;22,55;436700;9794,200195;9799,650391;9586,219727;9594,730469;94544800
"1268";20,4;20,8;20,04;20,07;2787600;22,45;22,74;21,545;21,6;476000;9599,820312;9678,259766;9330,990234;9334,009766;112718700
"1269";20,085;20,63;19,73;20,615;3569300;21,63;22,075;21,07;21,77;583600;9366,55957;9567,089844;9219,049805;9563,889648;171052400
"1270";20,305;20,705;20,25;20,62;2169400;21,58;22,4;21,3;22,3;472700;9455,740234;9589,25;9429,400391;9544,429688;102078900
"1271";20,95;21,175;20,78;21,07;2155300;23;23,11;22,33;22,73;549000;9711,610352;9811,05957;9671,179688;9811,05957;121015600
"1272";21,195;21,285;20,865;21,175;3380900;22,85;22,92;22,1;22,655;459600;9901,259766;9901,259766;9688,660156;9786,959961;173452900
"1273";21,24;21,4;21,05;21,18;1413400;22,845;23,5;22,77;22,925;381600;9827,259766;9924,009766;9826,549805;9865,759766;0
"1274";21,175;21,5;21,05;21,475;959300;23,08;23,625;22,69;23,605;288600;9887,240234;9922,110352;9848,05957;9922,110352;0
"1275";21,43;21,655;21,325;21,53;955200;23,61;23,7;22,8;23,275;287200;9914,870117;9927,849609;9775,450195;9927,129883;0
"1276";21,44;21,5;21,26;21,26;568900;23,225;23,55;22,805;23,41;112600;9883,099609;9886,780273;9805,549805;9805,549805;0
"1277";21,275;21,435;20,96;21,04;1944700;23,285;23,4;22,745;23,16;289600;9869,129883;9879,530273;9687,259766;9764,730469;0
"1278";20,945;21,285;20,47;20,47;2302600;23,125;23,39;21,79;21,905;416200;9735,650391;9790,269531;9468,580078;9473,160156;0
"1279";20,495;21,175;20,2;20,805;2432200;21,95;22,87;21,58;22,355;398100;9484,25;9624,650391;9382,820312;9469,660156;0
"1280";20,935;20,97;20,56;20,605;1830500;22,585;23,285;22,355;22,915;505900;9510,339844;9592,370117;9459,179688;9518,179688;0
"1281";20,895;21,38;20,81;21,34;1668600;23,135;23,18;22,51;22,895;471100;9643,769531;9855,429688;9607,900391;9837,610352;0
"1282";21,235;21,315;20,815;20,92;1595600;22,765;23,075;22,475;22,67;312500;9813,990234;9860,179688;9601,75;9648,5;0
"1283";20,99;21,115;20,515;20,94;1773700;22,82;22,82;21,86;22,07;441400;9697,459961;9815,959961;9622,320312;9781,900391;0
"1284";20,775;20,9;20,45;20,5;3226200;22;22,34;21,7;22,14;327000;9759,570312;9978,94043;9755,019531;9941;0
"1285";20,28;20,28;19,24;19,335;5648800;21,81;21,81;21,005;21,285;633600;9810,700195;9962,980469;9768,099609;9817,080078;121316800
"1286";19,605;20,4;19,3;20,15;4846000;21,64;22,1;21,285;21,84;420100;9933,450195;10063,179688;9637,330078;10032,610352;0
"1287";20,12;20,775;19,945;20,735;3384700;21,81;22,66;21,455;22,56;350000;9985,509766;10207,969727;9940,639648;10167,769531;0
"1288";20,9;20,915;20,56;20,745;1703900;22,68;22,68;22,14;22,545;248100;10231,580078;10293,040039;10191,980469;10242,349609;78230800
"1289";20,835;21,415;20,755;21,275;2825500;22,585;22,92;22,4;22,64;333900;10278,549805;10298,419922;10211,389648;10257,129883;0
"1290";21,28;21,43;21,03;21,41;2213900;22,61;22,8;22,01;22,655;527700;10270,330078;10311,900391;10149,769531;10299,230469;112750800
"1291";21,41;21,96;21,285;21,925;4136600;22,635;23,74;22,63;23,6;593500;10300,259766;10454,049805;10228,530273;10435,620117;146718100
"1292";22;22,51;21,975;22,45;4455500;23,75;23,945;23,435;23,46;553300;10503,330078;10704,320312;10502,849609;10649,580078;162763400
"1293";22,205;22,635;21,985;22,58;3086100;23,15;23,24;22,735;23,1;380300;10592,969727;10807,570312;10589,070312;10798,330078;101965000
"1294";22,615;22,99;22,37;22,49;3383100;23,01;23,265;22,35;22,76;366900;10785,900391;10810,570312;10592,459961;10628,580078;0
"1295";22,715;23,21;21,995;23;6180800;23,07;23,865;23,05;23,57;527900;10719,400391;10728,830078;10552,759766;10710,969727;109682000
"1296";22,895;22,925;22,46;22,625;2835700;23,485;23,59;23;23,29;346600;10666,429688;10743,570312;10607,719727;10737,870117;97300700
"1297";22,82;23,14;22,56;23,09;3406600;23,5;24,51;23,43;24,245;468600;10801,379883;10804,040039;10642,589844;10694,320312;105453100
"1298";22,87;23,095;22,495;22,72;2814500;24,365;24,655;24,155;24,495;470800;10719,179688;10828,009766;10677,389648;10828,009766;97475700
"1299";22,92;23,72;22,9;23,29;3583500;24,095;25;24;24,925;563800;10867,610352;10984,69043;10860,030273;10890,950195;0
"1300";23,3;23,465;22,86;22,99;2059000;25,015;25,135;24,2;24,455;335000;10892,5;10912,240234;10803,099609;10911,320312;95733700
"1301";22,91;23,37;22,72;23,34;1647700;24,4;25,5;24,045;25,42;546600;10840,790039;10926,730469;10822,75;10905,410156;85032800
"1302";23,255;23,3;22,91;22,99;1873400;25,42;25,72;25,16;25,25;334300;10866,200195;10877,669922;10802,889648;10846,389648;0
"1303";22,84;22,98;22,59;22,905;1779900;25,11;25,28;24,325;24,875;451100;10765,209961;10767,219727;10614,120117;10663,509766;99713400
"1304";22,98;23,045;22,72;22,94;1717900;24,83;25,085;24,62;24,895;297000;10675,589844;10797,459961;10594,320312;10753,830078;90867800
"1305";22,97;22,99;22,67;22,92;1347900;24,83;24,865;24,15;24,26;304200;10765;10791,589844;10696,780273;10752,110352;67756100
"1306";22,89;23,755;22,87;23,63;3213100;24,295;25,81;24,295;25,46;454000;10746,910156;10955,450195;10746,910156;10919,650391;0
"1307";23,605;23,68;22,48;23,005;5945800;25,665;26,4;25,665;25,94;583100;10952,389648;11013,849609;10948,490234;10963,400391;0
"1308";22,925;23,205;22,79;23,12;1352100;25,995;26,49;25,91;26,41;256600;10946,879883;10963,490234;10909,490234;10923,230469;60135600
"1309";22,935;23,335;22,555;22,735;2629400;26,11;26,98;25,965;26,43;369900;10847,730469;10921,259766;10765,019531;10895,620117;0
"1310";22,815;23,245;22,75;23,175;2096200;26,66;26,81;26,065;26,745;319300;10931,719727;10980,980469;10909,599609;10961;0
"1311";23,055;23,085;22,755;23;2179700;26,7;26,8;26,14;26,41;323000;10932,490234;11022,259766;10874,969727;11001,94043;0
"1312";22,885;23,185;22,78;23,185;3294900;26,35;27,06;26,305;26,71;358200;10976,769531;11081,80957;10946,900391;11050,639648;131948100
"1313";23,35;23,355;22,82;22,925;1681400;26,915;27,06;26,265;26,505;275100;11150,469727;11158,549805;11069,769531;11130,919922;74326700
"1314";22,935;23,29;22,845;23,27;1856200;26,45;27,89;26,45;27,55;688300;11128,169922;11228,370117;11090,730469;11205,740234;80116000
"1315";23,215;23,29;23,035;23,285;1612000;27,5;27,5;26,65;27,135;456300;11208,269531;11225,599609;11174,780273;11210,269531;78487800
"1316";23,215;23,545;23,18;23,515;2042400;27,155;27,435;27;27,36;341400;11206,660156;11330,629883;11187;11327,19043;82520800
"1317";23,58;23,825;23,5;23,79;2379000;27,45;27,46;25,455;25,525;1280600;11337,110352;11401,660156;11301,339844;11401,660156;91236400
"1318";23,765;24,085;23,735;23,855;2221900;26,35;26,46;25,55;25,625;699300;11408,280273;11455,080078;11362,879883;11410,360352;77872500
"1319";23,85;23,93;23,335;23,355;2136000;25,71;25,96;25,33;25,505;569400;11424,669922;11465,230469;11280,360352;11280,360352;82260200
"1320";23,38;23,4;23,025;23,305;2210700;25,61;25,64;24,795;25;617600;11317,240234;11390,379883;11193,299805;11390,379883;0
"1321";23,47;23,92;23,325;23,845;2290000;25,05;25,865;24,765;25,75;514300;11427,639648;11532,820312;11409,049805;11504,009766;0
"1322";23,81;24,73;23,77;24,65;3092200;25,865;27,075;25,71;26,915;739800;11513,889648;11600,370117;11495,200195;11550,969727;0
"1323";24,6;25,025;24,415;24,935;2177300;26,67;27,55;26,6;27,485;542800;11510,349609;11586,94043;11461,860352;11582,110352;0
"1324";24,93;24,985;24,43;24,61;1845500;27,4;27,49;26,51;26,64;606000;11555,969727;11577,75;11402,669922;11500,379883;0
"1325";24,755;25,31;24,675;25,26;2241900;26,7;27,215;26,175;27,15;529800;11531,549805;11822,530273;11531,549805;11805,990234;0
"1326";25,415;25,56;25,085;25,165;1912200;27,11;27,6;27,055;27,25;351100;11795,910156;11830,139648;11754,900391;11799,389648;116256000
"1327";25,35;25,35;24,805;24,92;1651100;27,31;27,525;26,685;26,86;345600;11845,900391;11903,330078;11744,929688;11901,610352;101741700
"1328";24,93;25,63;24,93;25,455;1961000;26,885;27,46;26,765;27,42;393400;11955,820312;12219,049805;11955,330078;12167,719727;108998800
"1329";25,53;25,675;24,545;24,57;2796400;27,42;27,49;27,04;27,105;371500;12163,080078;12195,580078;11930,540039;11980,849609;100997700
"1330";24,725;24,82;24,185;24,495;1818200;27,05;27,3;26,8;27,035;272400;12002,240234;12017,910156;11814,480469;11922,769531;110930800
"1331";24,49;24,71;23,945;24,095;2533400;27,075;27,78;26,91;26,92;430500;11897,480469;12001,129883;11787,299805;11899,400391;107120600
"1332";24,12;24,6;23,855;24,5;2981200;27,025;27,8;26,8;27,725;401100;11942,160156;12087,610352;11926,860352;12039,370117;175982400
"1333";24,505;24,55;24,195;24,4;1383900;27,6;27,825;27,31;27,725;269700;11984,790039;11985,110352;11858,099609;11895,839844;85733800
"1334";24,285;24,86;24,185;24,775;1419200;27,695;28,55;27,47;28,35;482400;11821,209961;12030,589844;11797,669922;12005,69043;101079400
"1335";24,84;24,985;24,55;24,56;1483700;28,6;29,57;28,365;28,62;793600;11995,089844;12022,839844;11858,230469;11865,320312;82048200
"1336";24,285;24,43;23,905;24,34;1710600;28,15;28,5;27,555;28;599200;11736,339844;11849,389648;11619,719727;11843,679688;116446000
"1337";24,415;24,45;24,07;24,29;1391700;28,315;28,4;27,35;27,455;325300;11920,219727;11954,089844;11799,030273;11868,330078;85840800
"1338";24,34;24,925;24,32;24,905;1423300;27,5;27,64;27,09;27,28;322700;11927,139648;12090,139648;11922,709961;12086,009766;72909300
"1339";24,905;25,17;24,435;24,435;2025000;27,325;27,9;27,05;27,085;440000;12054,200195;12119,709961;11943,120117;11966,169922;84755300
"1340";24,455;25,41;24,45;24,935;2855800;27,13;28,28;27,13;27,755;525400;11902,919922;12112,980469;11880,19043;12001,379883;90437700
"1341";24,9;25,29;24,73;24,76;1536600;27,77;28,225;27,625;27,815;351400;11991,620117;12020,110352;11948,830078;11967,389648;68635700
"1342";25,035;25,455;24,96;25,35;1421100;28,11;28,735;28,095;28,625;467400;12057,339844;12149,30957;12035,700195;12123,519531;88379700
"1343";25,4;25,665;25,15;25,19;1511100;28,675;28,89;28,43;28,82;544800;12109,849609;12122,320312;12017,799805;12035,860352;69857400
"1344";25,15;25,15;24,65;24,905;2288100;28,885;28,91;28,37;28,635;367800;12099,429688;12166,44043;12047,910156;12166,44043;58503200
"1345";25,05;25,49;24,92;25,29;2058600;28,845;29,65;28,615;29,35;372400;12226,980469;12390,75;12214,509766;12374,730469;78423600
"1346";25,25;25,835;25,075;25,58;2219600;29,3;30,34;29,11;30,195;719300;12357,269531;12388,129883;12326,709961;12338,730469;60750900
"1347";25,58;25,82;25,38;25,615;1713900;30,18;31,345;30,07;30,575;764200;12306,360352;12339,80957;12181,200195;12227,599609;71252900
"1348";25,695;26,22;25,59;25,975;1814500;30,58;31,7;30,39;31,21;476400;12220,099609;12326,139648;12214,80957;12231,339844;67758400
"1349";25,915;25,985;25,145;25,18;1658800;31,28;31,65;30,305;30,38;357400;12224,759766;12227,589844;11997,75;11998,860352;95051400
"1350";25,11;25,375;24,28;24,32;2808400;30,15;30,695;29,655;29,905;401800;11942,360352;12019,75;11674,589844;11688,700195;132825600
"1351";24,3;24,92;24,265;24,695;1378800;30,415;31,59;30,415;31,41;554200;11736,400391;11903,700195;11727,019531;11891,910156;71327300
"1352";24,775;24,995;24,455;24,655;1590000;31,56;31,59;30,41;30,68;416900;11994,820312;12079,030273;11913,360352;11939,580078;77741200
"1353";24,705;24,85;24,18;24,38;1357300;30,73;30,975;29,88;30,035;363700;11984,389648;12041,379883;11787,219727;11867,370117;79057700
"1354";24,31;24,515;23,665;23,825;2093800;30,1;30,22;29,015;29,725;438500;11887,139648;11940,209961;11675,580078;11723,580078;86796100
"1355";23,95;24,435;23,855;24,32;1760400;29,665;30,12;29,445;29,94;442000;11783,55957;11881,049805;11711,099609;11810,849609;82170600
"1356";24,45;24,95;24,015;24,93;1877000;30,48;31,015;30,33;30,735;539300;11881,25;12050,709961;11729,040039;12039,160156;99934100
"1357";24,92;25,32;24,71;24,98;2415200;30,765;31,52;30,645;31,12;464200;12035,55957;12047,379883;11743,780273;11811,660156;121855500
"1358";24,92;24,985;23,86;24,035;2761900;31,16;31,26;29,97;30,265;1042200;11864,400391;11885,049805;11410,540039;11432,719727;130639400
"1359";24,035;24,05;23,69;23,86;1688500;30,465;30,8;29,76;30,65;537700;11440,790039;11570,639648;11331,370117;11454,379883;122890200
"1360";23,99;24,57;23,825;24,48;1481100;30,88;32,36;30,77;32,2;505900;11506,839844;11656,889648;11411,769531;11619,849609;77918800
"1361";24,375;24,78;24,12;24,155;2166900;32,145;33,26;31,955;32,535;635400;11576,120117;11751,219727;11322,620117;11327,679688;117932600
"1362";24,135;24,34;23,81;24,095;1603100;32,4;33,67;32,25;32,92;522700;11377,580078;11457,929688;11239,860352;11350,150391;98674900
"1363";23,91;24,265;23,53;24,22;1966900;32,93;32,93;31,705;32,675;430200;11265,129883;11437,570312;11167,549805;11407,969727;115675800
"1364";24,31;24,845;24,115;24,84;1862400;33,05;34;32,905;33,28;444600;11483,070312;11710,410156;11415,290039;11709,730469;107824700
"1365";24,74;25,115;24,71;24,865;1467100;33,33;34,34;33,33;33,985;361500;11674,519531;11702,129883;11622,019531;11673,349609;70980300
"1366";25,5;26,12;25,4;25,57;3876600;33,88;34;33,235;33,495;298700;11557,969727;11565,200195;11377,349609;11472,410156;101551000
"1367";25,82;26,09;25,44;25,585;2335200;33,79;34,75;33,41;33,56;512500;11532,969727;11596,469727;11301,629883;11351,459961;104879700
"1368";25,41;26,43;25,305;26,3;2847200;32,65;36,415;32,51;35,585;787500;11299,19043;11579,799805;11218,540039;11559,820312;70738400
"1369";26,2;26,28;25,635;25,855;2852500;35,745;36;34,305;34,365;628000;11593,200195;11632,360352;11383,230469;11447,030273;94826300
"1370";25,83;26,075;25,565;25,645;1986300;34,4;34,995;33,275;34,22;742700;11464,799805;11594,959961;11378,860352;11594,280273;76375600
"1371";25,79;26,055;25,58;25,61;1868200;34,4;34,74;34,25;34,49;284300;11709,870117;11873,280273;11706,849609;11853,330078;96884100
"1372";25,6;25,68;25,305;25,36;1664300;34,6;34,85;34,445;34,785;227800;11858,469727;11871,490234;11780,019531;11848,469727;66432100
"1373";25,315;25,43;25,08;25,2;1316100;34,81;34,99;34,37;34,525;232700;11815,429688;11868,700195;11758,80957;11864,589844;69260800
"1374";25,285;25,3;24,91;24,925;1657600;34,92;35,16;34,01;34,035;249500;11881,490234;11881,80957;11792,30957;11815,009766;62225800
"1375";24,9;25,05;24,33;24,5;2511300;34,215;34,7;33,895;34,025;361800;11841,480469;11920,30957;11586,349609;11625,129883;93766700
"1376";24,45;25,095;24,45;25,05;2219300;33,965;35,03;33,925;34,865;323100;11647,040039;11790,349609;11595,120117;11771,129883;97869200
"1377";24,875;24,975;24,53;24,655;1902300;34,89;34,97;33,175;33,54;501500;11716,080078;11773,790039;11605,990234;11677,570312;81510400
