"";"Open.thyssenkruppStock";"High.thyssenkruppStock";"Low.thyssenkruppStock";"Close.thyssenkruppStock";"Volume.thyssenkruppStock";"Open.SalzgitterStock";"High.SalzgitterStock";"Low.SalzgitterStock";"Close.SalzgitterStock";"Volume.SalzgitterStock";"Open.DAXIndex";"High.DAXIndex";"Low.DAXIndex";"Close.DAXIndex";"Volume.DAXIndex"
"388";32,95;33,14;32,62;32,96;17995800;53,94;54,84;53,12;54,59;343400;7467,819824;7516,149902;7442,97998;7471,439941;34618500
"389";32,75;33;32,48;32,865;5481400;55;55;53,72;53,83;272500;7502,830078;7523,529785;7389,799805;7402,72998;36224100
"390";32,74;32,86;32,09;32,255;3545500;53,55;53,7;51,9;52,12;337000;7352,72998;7358,5;7188,959961;7230,25;41724900
"391";31,81;31,85;31,21;31,69;5101400;51,12;51,56;50,16;51,5;353600;7112,189941;7190,470215;6996,259766;7174,140137;52912600
"392";31,74;32,42;31,725;32,42;3648800;51,5;52,95;51,5;52,87;281200;7171,470215;7280,160156;7163,089844;7267,870117;35735100
"393";32,2;32,62;32,06;32,155;2169900;52,15;53,9;52,14;52,73;450800;7204,939941;7267,279785;7197,490234;7214,740234;0
"394";32;32,345;31,78;32,26;2458500;52,2;52,83;52,17;52,54;175500;7188,700195;7254,100098;7139,680176;7220,120117;43506900
"395";32,09;32,09;31,53;31,62;2494700;52,28;52,38;51,2;51,29;234700;7162,819824;7171,549805;7089,089844;7107,919922;35099200
"396";31,65;32,08;31,62;31,65;3077500;51,75;52,17;51,49;51,9;151300;7148,47998;7236,439941;7139,759766;7192,669922;0
"397";31,81;31,875;30,84;31,34;4702400;52,39;52,76;51,76;51,85;157700;7250,180176;7263,180176;7166,370117;7221,359863;33754900
"398";31,415;31,52;30,42;31,225;3292600;52,48;52,8;51,04;52,4;288600;7264,97998;7326,609863;7142,430176;7290,140137;0
"399";31,42;32,145;31,27;31,845;3067400;52,46;53,48;52,46;53,47;232900;7308,47998;7357,25;7266,790039;7326,390137;31435600
"400";31,61;32,22;31,56;32,05;1667000;53,01;53,4;52,88;53,18;117000;7273,600098;7366,779785;7258,52002;7344,540039;25257100
"401";32,12;32,24;31,34;31,66;2200200;53,11;53,51;51,87;52,02;291900;7369,890137;7382,799805;7302,5;7349,450195;30274400
"402";31,76;31,855;31,135;31,495;1815700;52;52,37;51,27;51,72;211900;7315,75;7344,169922;7216,580078;7252,680176;36552400
"403";31,15;31,25;30,26;30,9;4404700;51;51,34;50,53;50,97;294300;7163,950195;7203,009766;7110,129883;7190,060059;44256400
"404";30,62;30,995;30,34;30,85;2597800;50,25;51,67;50,2;50,88;269400;7108,27002;7190,910156;7063,819824;7158,77002;38125300
"405";31,35;31,55;30,105;30,105;3129500;51,89;52,21;49,905;49,985;292700;7254,5;7282,009766;6953,97998;6953,97998;42809200
"406";29,8;29,87;28,355;28,535;7198400;49,7;49,705;46,535;46,86;771700;6909,430176;6938,339844;6772,379883;6796,75;46228700
"407";27,8;28,425;26,68;27,26;6880000;45,865;46,025;42,81;43,3;1224300;6717,839844;6783,069824;6543,600098;6640,589844;60276900
"408";27,55;27,635;25,56;25,6;8295900;44,485;44,485;40,695;41,185;939200;6714,790039;6730,430176;6391,540039;6414,759766;64343200
"409";24,2;25,755;23,9;24,6;7430500;39,13;43,735;38,245;41,66;1080500;6338,77002;6436,660156;6152,620117;6236,160156;81668200
"410";24,2;24,87;22,205;22,245;7322100;40,71;42,235;38,75;39,085;822100;6170,689941;6272,939941;5911,089844;5923,27002;71999800
"411";22,4;23,125;20,76;22,96;8805800;38,99;40,25;36,83;39,72;668800;5896,140137;6026,27002;5502,629883;5917,080078;95099500
"412";24,27;24,4;20,785;21,49;9819500;41,195;43,15;37,32;37,535;752700;6040,680176;6089,080078;5549,02002;5613,419922;87252800
"413";22,4;23,465;21,655;23,225;6842900;41,345;46,29;40,1;45,39;1523000;5771,209961;5825,080078;5487,819824;5797,660156;72182900
"414";23;24,75;22,05;24,71;8496400;45,6;45,745;43,795;45,015;653300;5775,959961;6023,75;5678,620117;5997,740234;52384600
"415";25,24;25,84;24,525;24,71;4460700;45,96;46,14;44,555;44,885;324500;6075,589844;6106,109863;6008,009766;6022,240234;30978100
"416";24,5;24,625;23,865;24,065;3975700;44,63;44,81;42,92;43,865;345500;5957,939941;5998,310059;5849,52002;5994,899902;34177600
"417";23,86;24,03;23,38;23,705;3436500;43,52;43,56;42,31;42,875;382000;5910,5;6018,370117;5870,169922;5948,939941;30907200
"418";23,3;23,465;21,375;21,475;6150800;42,605;42,605;38,74;39,18;699500;5854,359863;5892,569824;5535,609863;5602,799805;53714100
"419";21,465;21,565;20,23;20,95;6794500;39;39,305;37,08;38,24;595900;5581,509766;5595,149902;5345,359863;5480;63842800
"420";20,625;21,6;20,6;20,84;3350000;37,81;39,815;37,805;38,675;410300;5412,75;5591,350098;5408,709961;5473,779785;33877900
"421";21,11;21,66;20,425;20,875;3782800;39,83;40,4;38,135;38,76;342500;5529,259766;5636,060059;5452,149902;5532,379883;35757400
"422";21,2;21,96;20,945;21,635;3595800;39,5;40,2;38,435;39,415;377300;5579,799805;5743,100098;5514,149902;5681,080078;36724000
"423";22;22,6;20,98;21,71;5194600;40,11;40,9;39,15;39,685;402900;5739,859863;5777,040039;5451,52002;5584,140137;46227600
"424";21,605;21,745;20,75;21,37;3949500;39,775;39,775;38,255;39,425;264100;5582,5;5588,689941;5403,580078;5537,47998;36127500
"425";21,935;22,425;21,61;22,305;2032100;40,56;41,12;39,5;40,79;243000;5634,060059;5714,720215;5587,779785;5670,069824;19843600
"426";22,89;22,9;22,135;22,45;2760200;41,385;41,71;40,11;41,31;339900;5713,529785;5730,359863;5572,649902;5643,919922;26854200
"427";22,71;23,8;22,64;23,51;6858800;41,6;44,005;41,5;43,28;614900;5686,259766;5869,649902;5648,970215;5784,850098;49542100
"428";23,565;23,675;22,525;22,955;3135900;43,49;43,535;41,965;42,675;373500;5793,100098;5794,5;5639,029785;5730,629883;37537700
"429";22,52;22,52;21,615;21,815;3298600;42;42;40,4;41,01;317700;5623,700195;5635,5;5493,310059;5538,330078;35729600
"430";21,27;21,36;20,26;20,43;3526000;40,2;40,23;38,095;38,27;496500;5409,899902;5421,100098;5208,399902;5246,200195;0
"431";20,345;20,86;20,24;20,54;4193000;38,27;39;37,315;38,19;415100;5248,310059;5332,109863;5150,049805;5193,970215;44398800
"432";21,2;21,83;20,88;21,805;3930700;38,93;40,43;38,93;40,205;588500;5332,52002;5406,22998;5276,879883;5405,529785;36320800
"433";21,865;22,26;21,27;21,76;2277600;40,045;41,115;39,75;40,785;379000;5410,080078;5473,680176;5313,779785;5408,459961;32435100
"434";21,44;21,545;20,2;20,28;4645200;40,5;40,5;38,245;38,395;323900;5383,629883;5400,790039;5174,240234;5189,930176;38534000
"435";19,8;20,23;19,37;20,03;4973000;37,635;37,635;36,13;36,905;459000;5063,589844;5126,52002;4965,799805;5072,330078;43750200
"436";20,43;20,43;19,425;20,19;3526700;37,57;38,08;36,055;37,65;363200;5153,950195;5222,810059;4969,839844;5166,359863;43188900
"437";19,81;20,995;19,7;20,98;3497000;36,805;38,57;36,8;38,19;269900;5108,100098;5347,819824;5105,819824;5340,189941;43360500
"438";21,32;22,09;21,22;21,855;3915500;38,7;40,125;38,55;39,485;365700;5386,859863;5566,580078;5374,569824;5508,240234;44832400
"439";22,2;22,2;21,215;21,475;7548600;39,9;40,01;38,8;38,965;379400;5607,509766;5655,950195;5524,220215;5573,509766;83673300
"440";21;21,065;20,32;20,61;2938000;38,19;38,19;36,665;36,8;392700;5447,319824;5496,939941;5362,009766;5415,910156;31196400
"441";20,325;21,08;20,27;21,025;2091000;36,45;38,26;36,3;38,1;312700;5373,529785;5577,600098;5369,069824;5571,680176;30618100
"442";21,02;21,05;20,26;20,35;2559200;38,99;39,14;37,19;37,555;359400;5557,069824;5557,919922;5417,850098;5433,799805;29222200
"443";19,75;19,75;18,64;18,74;4787300;36,5;36,5;34,38;34,72;522500;5258,419922;5289,77002;5135,850098;5164,209961;42986900
"444";18,975;19,065;17,81;18,88;4927300;35;35,08;32,43;34,13;553100;5227,089844;5229,600098;4973,919922;5196,560059;40802700
"445";18,4;18,935;17,995;18,565;4905200;33,06;35,1;33,06;34,63;334300;5128,560059;5415,560059;5118,189941;5345,560059;41842700
"446";19,3;19,745;19,01;19,66;4621700;35,785;36,84;35,255;36,805;385400;5502,890137;5638,040039;5483,22998;5628,439941;47598100
"447";19,515;19,785;19,04;19,22;3621200;36,9;37,515;36,125;36,72;327400;5560,600098;5700,080078;5520,589844;5578,419922;33258200
"448";19,03;19,72;18,93;19,415;3083700;36,275;37,66;36,115;37,07;281600;5555,069824;5704,410156;5533,330078;5639,580078;32227500
"449";19,28;19,37;18,33;18,545;4122000;37;37,885;35,625;36,255;351700;5602,549805;5606,560059;5438,549805;5502,02002;36597800
"450";18;18,25;17,62;17,915;2606200;35,27;35,835;34,81;35,42;223500;5311,930176;5437,740234;5289,040039;5376,700195;26285300
"451";17,55;17,635;16,74;16,905;4578000;34,825;34,97;32,82;33,695;420600;5284,109863;5288,779785;5125,439941;5216,709961;38128100
"452";17,29;18,085;17,09;18,01;3368900;34,825;35,4;33,91;35,21;265300;5341,430176;5486,029785;5266,140137;5473,029785;36853500
"453";18,355;19,695;18,155;19,695;5047000;35,5;37,405;35,45;37,29;358800;5511,560059;5645,25;5465,549805;5645,25;43781800
"454";19,8;19,915;19,31;19,46;3452500;37,13;37,99;36,44;37,775;334100;5647,660156;5749,129883;5606,319824;5675,700195;33773200
"455";19,505;20,17;19,26;20,11;2827300;38,205;38,93;37,125;38,705;226100;5705,399902;5872,149902;5652,990234;5847,290039;30469800
"456";20,075;20,48;19,67;20,34;2423100;38,73;39,175;37,84;38,775;269400;5825,910156;5883,379883;5773,879883;5865,009766;29914000
"457";20,295;21,04;19,875;21,02;3585800;38,48;40,365;38,05;40,03;338200;5851,100098;6022,049805;5798,160156;5994,470215;37347200
"458";20,915;21,335;20,49;20,67;2741300;39,8;40,75;38,665;39,17;335500;5969,910156;6036,02002;5878,290039;5914,839844;36374900
"459";20,82;21,72;20,315;21,23;3503900;39,405;40,55;38,84;39,725;303000;5934,779785;6037,290039;5885,390137;5967,200195;34489800
"460";21,525;21,8;20,235;20,45;2829200;40,14;41;37,57;38,315;622400;6021,290039;6081,410156;5819,970215;5859,430176;31908700
"461";20,045;20,45;19,51;20,245;4184400;37,92;38,86;36,65;38,47;345900;5781,77002;5907,459961;5747,649902;5877,410156;28418800
"462";20,445;20,73;20,08;20,205;2078900;38,73;39,225;37,785;37,9;340700;5909,580078;5977,75;5874,850098;5913,529785;27125000
"463";19,73;20,08;19,24;19,28;3953500;37,58;38,2;37,235;37,44;301500;5834,419922;5914,870117;5752,830078;5766,47998;36015000
"464";19,45;19,96;19,235;19,96;3252400;37,695;38,6;37,42;38,57;218800;5800,060059;5980,459961;5769,189941;5970,959961;37582400
"465";20,19;20,95;20,125;20,86;3128000;38,81;40;38,38;39,97;269600;6014,359863;6067,160156;5937,580078;6055,27002;27538400
"466";20,735;21,545;20,535;20,915;3409200;40,05;42,15;40;41,145;454600;6026,450195;6157,930176;5964,279785;6046,75;32778700
"467";20,825;21,36;20,365;20,665;3353600;40,98;41,465;40,01;40,57;184800;6041,160156;6143,560059;5951,819824;6016,069824;31283600
"468";21,75;22,22;21,28;22,14;5208700;42;43,4;41,81;42,715;410600;6222,75;6347,600098;6196,600098;6337,839844;62548700
"469";22,22;22,49;21,615;22,315;3753300;43,06;43,69;42,29;43,55;291200;6364,180176;6430,600098;6305,5;6346,189941;41487900
"470";21,865;21,865;20,855;20,855;3580700;42,565;43,01;40,9;40,94;281900;6283,189941;6304,839844;6141,339844;6141,339844;34570100
"471";19,86;20,34;19,6;19,655;5225300;39,9;39,9;37,865;38,285;472700;5934,540039;5947,580078;5762,259766;5834,509766;50911300
"472";20,1;20,33;19,52;20,11;3092900;38,95;39,665;37,95;39,235;242000;5897,140137;5990,560059;5810,790039;5965,629883;34051300
"473";19,6;21,215;19,505;21,185;4204900;38,525;41,03;38,3;40,75;339200;5835,359863;6193,339844;5832,029785;6133,180176;50326400
"474";21,33;21,665;20,595;20,865;2994500;41,205;41,6;39,775;40,805;291100;6175,430176;6175,430176;5928,919922;5966,160156;35795800
"475";20,5;21,07;20,235;20,655;2500500;40,655;41,05;39,755;40,17;178600;5905,930176;6028,589844;5835,089844;5928,680176;31556100
"476";20,75;21,18;20,44;20,535;2199200;40,35;41,35;40,155;40,56;154000;5950,439941;6087,060059;5934,22998;5961,439941;28072000
"477";20,9;20,91;19,76;20,035;2823800;40,925;41,315;39,1;39,485;227800;6045,870117;6055,580078;5767,259766;5829,540039;41995700
"478";19,6;20,45;19,47;19,755;2666100;38,51;39,365;38,01;38,295;303400;5732,319824;5934,310059;5721,970215;5867,810059;37153400
"479";19,81;20,225;19,57;20,225;2713900;39;40,305;38,4;40,17;263000;5881,490234;6065,290039;5855,120117;6057,029785;30712700
"480";20,5;20,595;20,02;20,24;2629200;40,895;40,895;38,81;38,95;217500;6097,27002;6116,069824;5934,089844;5985,02002;26255000
"481";20,01;20,545;19,63;20,185;3072000;38,76;39,13;37,27;38,115;383300;5920,430176;6011,470215;5815,850098;5933,140137;30809600
"482";20,1;20,515;19,71;19,9;2445100;37,86;38,93;37,65;38,795;223200;5873,290039;6028,22998;5852,040039;5913,359863;28104800
"483";19,645;19,735;18,585;18,725;6688600;38,875;38,875;37,63;37,69;229600;5875,859863;5921,25;5778,100098;5850,169922;31285500
"484";18,595;18,8;18,38;18,495;3995000;37,5;37,775;36,65;36,685;259200;5800,790039;5897,990234;5769,689941;5800,240234;30460700
"485";18,425;18,425;17,4;17,4;4161600;36,71;36,8;34,86;35,04;303500;5767,089844;5771,700195;5598,049805;5606;32730600
"486";17,7;17,74;16,905;16,935;3221600;35,555;35,73;34,4;34,555;219700;5648,5;5681,740234;5537,390137;5537,390137;27129100
"487";16,78;17,2;16,695;16,695;3217400;34,2;34,96;33,8;33,85;198900;5485,669922;5588,109863;5457,77002;5457,77002;34499500
"488";16,88;17,405;16,77;17,025;2823900;34,15;35,42;34,065;34,73;354800;5512,77002;5563,77002;5399,899902;5428,149902;0
"489";17,07;17,355;16,67;17,145;3092800;34,725;35,375;34,02;34,88;198100;5433,299805;5528,640137;5366,5;5492,870117;23161100
"490";17,53;17,885;17,395;17,84;4344600;35,85;36,51;35,625;36,465;285800;5577,189941;5754,509766;5573;5745,330078;33258600
"491";17,825;18,08;17,51;17,78;3006700;36,33;36,8;35,505;36,195;283000;5725,680176;5826,350098;5690,569824;5799,910156;28463200
"492";17,55;19,25;17,355;19,12;6178400;35,785;38,815;35,48;38,375;336700;5741,209961;6130,680176;5725,97998;6088,839844;54927900
"493";19,17;19,45;18,67;19,005;3600800;38,8;40,28;38;39,32;508200;6080,47998;6111,970215;6017,379883;6035,879883;33757700
"494";19,21;19,355;17,68;17,795;12162200;39,955;40,75;39,56;39,885;477800;6117,72998;6169,640137;6055,47998;6080,680176;36316300
"495";18,24;18,63;17,915;18,325;4666900;40,49;41,245;40,07;40,885;304000;6137,870117;6170,040039;6086,419922;6106,089844;31904300
"496";18,08;18,34;17,92;18;3244700;40,17;40,81;39,735;39,765;298100;6021,72998;6094,77002;6005,819824;6028,819824;37175200
"497";18,3;18,68;17,85;18,165;4360900;40,51;40,725;38,6;39,09;282000;6116,259766;6137,049805;5919,560059;5994,72998;32189300
"498";18,325;18,365;17,38;17,385;4773400;39,33;39,49;37,515;37,645;324700;6054,560059;6077,169922;5868,629883;5874,439941;36845900
"499";17,18;18,1;17,15;18,015;4321000;37,25;39,105;37,1;38,905;216000;5806,490234;6007,049805;5802,359863;5986,709961;34722300
"500";17,915;17,92;17,165;17,175;3345900;38,985;39,06;37,08;37,08;204900;5945,189941;5952,549805;5785,430176;5785,430176;31442300
"501";17,3;17,625;17,13;17,315;3603300;37,15;37,49;36,33;36,585;335400;5801,390137;5852,430176;5734,120117;5774,259766;30398500
"502";17,225;17,395;16,74;16,74;3638300;36,51;36,955;35,48;35,63;314500;5738,97998;5771,600098;5675,140137;5675,140137;33441100
"503";16,89;17,39;16,805;16,975;3118400;35,635;36,965;35,635;36,07;305300;5713,47998;5795,870117;5682,160156;5730,620117;31639100
"504";17,15;17,26;16,93;17,13;5062600;36,4;37,13;36,07;36,745;332500;5764,450195;5775;5693,410156;5701,779785;67660200
"505";16,95;17,36;16,81;16,92;1957600;36,15;37,23;36,15;36,53;159900;5651,740234;5775,240234;5644,189941;5670,709961;22079300
"506";16,9;17,87;16,83;17,87;2528200;36,435;38,665;36,3;38,31;268400;5652,609863;5847,709961;5637,529785;5847,029785;27147600
"507";18,09;18,335;17,56;17,665;2419900;38,85;39,405;37,545;37,695;227800;5918,720215;5965,350098;5771,620117;5791,529785;29979400
"508";17,85;18,07;17,685;17,8;1768900;37,76;39,205;37,76;38,725;202300;5830,129883;5886,180176;5820,439941;5852,180176;20944800
"509";18;18,01;17,635;17,705;1245400;38,9;39,08;38,55;38,725;104400;5905,180176;5913,410156;5844,640137;5878,930176;11190700
"510";17,94;18,08;17,86;17,95;1001100;38,705;38,995;38,65;38,925;57700;5900,700195;5924,379883;5877,97998;5889,759766;8010500
"511";17,845;17,98;17,505;17,505;1229000;38,845;39,07;37,845;37,9;126700;5875,870117;5901,350098;5771,27002;5771,27002;15624100
"512";17,64;17,69;17,385;17,69;1370700;37,9;38,33;37,755;38,33;91600;5804,129883;5848,779785;5775,790039;5848,779785;13731300
"513";17,85;17,935;17,57;17,725;759500;38,43;38,775;38,09;38,63;43600;5867,029785;5898,350098;5817,709961;5898,350098;9422800
"514";18,65;19,115;18,565;19;2519700;39,44;40,8;39,44;40,575;248500;6124,109863;6179,029785;6108,620117;6166,569824;27401400
"515";18,97;19,17;18,845;19,11;2460300;40,37;40,8;40,26;40,57;236600;6141,259766;6163,47998;6088,060059;6111,549805;22440800
"516";19,1;19,24;18,76;19,05;2117000;40,5;40,71;39,75;40,3;234000;6121,339844;6130,100098;6040,939941;6095,990234;28094600
"517";19,15;19,5;19,14;19,295;2787800;40,2;41,14;40,19;40,72;161300;6114,640137;6152,560059;6012,640137;6057,919922;25127300
"518";19,22;19,335;18,925;19;2083000;40,565;40,73;39,7;39,9;226200;6061,259766;6076,589844;5987,75;6017,22998;24365900
"519";19,3;19,815;19,205;19,46;3420800;40,47;41,8;40,205;41,385;341100;6090,870117;6191,290039;6069,359863;6162,97998;38258000
"520";19,445;19,54;19,16;19,34;2798200;41,4;42,495;41,26;42,225;297900;6148,450195;6181,609863;6106,029785;6152,339844;28897700
"521";19,4;19,76;19,285;19,39;2786200;42,355;43,44;42,145;42,88;328200;6160,089844;6256,950195;6148,850098;6179,209961;32966100
"522";19,63;19,665;18,755;19,115;3062600;43,2;43,39;40,915;42;364400;6242,490234;6245,379883;6063,660156;6143,080078;37550700
"523";18,99;19,69;18,835;19,595;2931400;41,48;42,95;41,235;42,78;224000;6120,399902;6232,209961;6104,109863;6220,009766;22558000
"524";19,8;20,555;19,7;20,305;5996400;43,5;44,465;43,365;44,19;455300;6301,910156;6343,040039;6270,970215;6332,930176;35967000
"525";20,275;20,28;19,29;19,98;8071400;44;44,9;43,325;44,85;297300;6330,430176;6399,430176;6280,52002;6354,569824;36023800
"526";19,91;21,045;19,685;20,95;8067400;44,9;46,13;44,8;46;303900;6377,240234;6420,350098;6333,700195;6416,259766;47715400
"527";20,935;21,22;20;21,165;9566900;45,89;46;44,61;45,34;200400;6410,75;6431,259766;6371,689941;6404,390137;43818800
"528";21,2;21,52;20,98;21,255;6158500;45,28;46,465;45,1;46,065;332700;6387,330078;6467,339844;6349,689941;6436,620117;36892600
"529";21,005;21,095;20,68;21,04;3926500;45,74;45,75;43,96;45,2;302400;6372,490234;6420,049805;6339;6419,220215;34983400
"530";21;21,34;20,915;21,175;3040500;45,275;45,995;44,52;45,58;348200;6448,870117;6456,569824;6366,649902;6421,850098;29882400
"531";21,28;22,34;21,25;22,135;5904200;46,39;48,9;46,39;48,665;623500;6453,620117;6559,069824;6430,370117;6539,850098;39435500
"532";21,7;22,2;21,51;21,9;3651100;48,45;48,86;47,605;47,91;439100;6507,77002;6574,189941;6484,350098;6511,97998;32252600
"533";21,62;21,7;20,505;21,11;6555600;47,32;47,32;45,14;45,47;516800;6454,540039;6491,52002;6414,330078;6444,450195;27883100
"534";21,74;22,19;21,22;21,67;7337100;45,85;46,58;45,525;45,67;305600;6489,040039;6533,220215;6450,100098;6458,910156;33055800
"535";21,73;22,5;21,64;22,355;4066600;45,8;47,695;45,67;47,57;278200;6482,950195;6630,47998;6482,560059;6616,640137;41433900
"536";22,51;22,625;22,03;22,375;2870800;48;48,435;47,26;47,965;263600;6640,049805;6667,97998;6606,370117;6655,629883;36733900
"537";22,27;22,555;22,095;22,47;2753100;47,9;48,33;47,465;47,75;373800;6649,569824;6767,459961;6635,629883;6766,669922;36955500
"538";22,46;22,46;22,015;22,39;2097600;47,675;47,675;46,65;47,22;218200;6752,029785;6781,430176;6714,819824;6764,830078;24951700
"539";22,39;22,51;21,825;22,395;1956800;47,22;47,46;45,785;46,78;270600;6772,75;6788,77002;6682,890137;6754,200195;28238600
"540";22,585;23,26;22,515;22,835;3087600;46,85;48,945;46,815;48,685;450300;6800,720215;6829,879883;6735,669922;6748,759766;31013400
"541";23;23,29;22,695;22,86;2715400;48,82;48,83;47,425;47,81;354400;6782,140137;6838,129883;6746,100098;6788,799805;43080800
"542";22,55;22,56;21,725;21,97;3165700;47,32;47,32;45,4;46,03;360800;6730,540039;6751,080078;6649,560059;6692,959961;34655200
"543";22,3;22,35;21,8;21,895;2586500;46,5;46,64;45,5;45,81;297300;6748,680176;6774,600098;6709,629883;6738,470215;23225500
"544";20,94;21,475;20,65;21,07;6321100;45,3;45,76;44,15;44,295;304100;6712,680176;6788,569824;6698,319824;6728,189941;28807000
"545";21,08;21,4;20,375;20,555;5581700;44,88;46,2;44,81;45,38;381500;6807,549805;6830,100098;6736,560059;6757,939941;31915100
"546";20,305;20,64;20,11;20,62;3291800;44,895;44,91;43,665;44,07;413000;6665,240234;6751,959961;6651,720215;6751,959961;32413900
"547";20,81;20,95;20,31;20,55;4594700;44,77;46,165;44,645;45,54;312200;6811,02002;6874,529785;6794,890137;6848,029785;36191000
"548";20,75;21,37;20,71;21,37;3461600;46,22;47,27;46,125;47,27;262000;6892;6956,700195;6878,5;6948,299805;0
"549";20,94;21,01;20,64;20,8;3430800;47,28;47,28;46,2;46,405;194800;6936,910156;6971,029785;6873,540039;6908,180176;27069600
"550";20,85;20,9;20,43;20,545;2152300;46,51;46,57;45,61;45,93;295100;6914,680176;6915,180176;6821,799805;6843,870117;28158500
"551";20,49;20,73;19,925;20,31;3144200;45,755;46,295;44,755;45,465;264000;6838,939941;6903,509766;6733,589844;6809,459961;38477800
"552";20,375;20,535;20,225;20,535;1708500;45,725;46,07;45,22;45,925;165300;6871,25;6890,899902;6826,339844;6864,430176;32319500
"553";20,34;20,44;20,015;20,355;2101700;45,525;45,7;44,74;45,49;157800;6817,459961;6868,580078;6743,649902;6849,600098;31051400
"554";20,48;20,515;20,025;20,455;2097900;45,6;46,14;45,13;46,14;174700;6867,22998;6900,509766;6809,220215;6887,629883;29200000
"555";20,53;20,895;20,195;20,255;3155100;46,38;46,82;45,575;45,94;215300;6914,660156;6967,140137;6843,27002;6856,080078;34840000
"556";20,185;20,57;20,065;20,41;2525100;45,64;46,5;45,34;46,26;227500;6831,970215;6949,450195;6817,72998;6941,77002;34326500
"557";20,39;20,465;20,125;20,38;2131500;46,1;46,26;44,64;45,31;298800;6944,450195;6954,890137;6904,100098;6921,370117;28284400
"558";20,18;20,34;19,905;20;3213300;44,5;44,5;41,82;42,88;880000;6876,890137;6902,580078;6815,470215;6866,459961;29151000
"559";19,9;19,9;18,8;18,815;5037100;42,625;42,625;39,81;39,89;724000;6835,970215;6840,330078;6633,109863;6633,109863;45805500
"560";18,89;19,225;18,815;19;3165700;39,92;41,24;39,745;40,66;605500;6638,47998;6682,680176;6612,609863;6671,109863;32184400
"561";19,38;19,675;19,16;19,415;3415600;40,95;41,875;40,86;41,805;374700;6723,330078;6838,390137;6703,890137;6834,540039;43164700
"562";19,5;19,6;19,18;19,35;2607700;41,98;42,245;41,28;42,12;282800;6848,52002;6912,419922;6830,629883;6880,209961;30300700
"563";19,26;19,525;19,125;19,335;2152900;41,97;42,025;41,245;41,575;294800;6868,970215;6911,27002;6846,899902;6901,350098;24438000
"564";19,525;19,585;19,3;19,535;2323000;41,805;42,745;41,655;42,61;277500;6957,25;7020,040039;6941,959961;6995,910156;35174700
"565";19,635;19,9;19,575;19,66;2537700;42,75;43,175;42,26;42,555;314300;7028,919922;7099,339844;7028,149902;7079,419922;42715300
"566";19,69;20,495;19,585;20,475;4816800;41,95;43,4;41,94;43,205;300400;7093,970215;7153,109863;7072,27002;7144,450195;37620400
"567";20,43;20,625;20,305;20,495;5621800;43,15;43,845;43,1;43,365;260000;7145,779785;7194,330078;7142,75;7157,819824;9,3e+07
"568";20,495;20,76;20,165;20,755;2060700;43,25;44,29;42,84;44,13;293600;7143,930176;7154,830078;7095,129883;7154,220215;28231600
"569";20,54;20,62;20,075;20,13;2254300;43,7;43,9;42,3;42,64;256700;7121,919922;7124,629883;7032,069824;7054,939941;35770300
"570";20,21;20,35;19,59;19,885;2883200;42,96;43,165;42,04;42,675;228700;7088,759766;7114,009766;7012,040039;7071,319824;30160200
"571";19,86;19,93;19,135;19,26;3748700;42,69;42,79;40,675;41,345;324700;7053,419922;7071,089844;6938,200195;6981,259766;37292300
"572";19,315;19,46;18,98;19,42;2758900;41,01;42,155;40,7;42,05;280300;6986,899902;7026,899902;6908,970215;6995,620117;27379600
"573";19,59;19,74;19,25;19,535;2478700;42,4;42,57;41,45;42,07;166300;7022,640137;7102,049805;6969,970215;7079,22998;27599700
"574";19,66;19,785;19,36;19,425;1761700;42,445;42,815;41,78;41,865;185700;7106,77002;7153,680176;7075,160156;7078,899902;28973200
"575";19,34;19,605;18,8;18,845;3432200;41,78;42,12;40,785;40,975;225000;7056,049805;7110,540039;6998,799805;6998,799805;27738200
"576";18,705;18,96;18,305;18,37;3860600;41,045;41,72;40,215;40,67;300900;6980,089844;6993,740234;6841,970215;6875,149902;37906100
"577";18,6;18,985;18,485;18,665;3048000;41,25;42,04;40,795;41,095;369500;6924,819824;6959,709961;6898,910156;6946,830078;29578800
"578";18,78;19,02;18,49;18,945;2897600;41,47;41,75;40,605;41,72;329200;6973,990234;7057,200195;6911,629883;7056,649902;32398300
"579";19;19,045;18,575;18,605;2338500;41,9;42,245;40,955;40,955;496400;7053,910156;7081,060059;6981,209961;6982,279785;27387800
"580";18,48;18,54;17,92;17,96;3401100;40,73;40,82;39,155;39,39;543400;6940,609863;6944,399902;6772,950195;6784,060059;40871500
"581";18,04;18,22;17,605;18,1;2821700;40,01;40,775;38,95;40,555;577200;6817,850098;6831,359863;6685,799805;6775,259766;35399400
"582";17,815;18,085;17,35;17,385;3720700;40,06;40,335;38,85;38,905;392900;6694,720215;6737,919922;6606,430176;6606,430176;36990600
"583";17,595;17,99;17,57;17,62;3510200;39,215;40,005;38,775;39,395;356600;6628,660156;6722,52002;6603,069824;6674,72998;33024500
"584";17,665;18,075;17,43;17,94;3366600;40;40,625;39,245;40,475;388200;6710,370117;6761,779785;6651,810059;6743,240234;37209200
"585";18,065;18,165;17,425;17,495;2820400;40,65;40,8;39,355;39,525;335500;6732,069824;6743,009766;6552,319824;6583,899902;39352800
"586";17,41;17,77;17,305;17,44;2215000;39,4;40,115;39,115;39,405;231200;6556,299805;6675,390137;6548,390137;6625,189941;30743700
