,date,year,month,weekday,day,ARTICLE,AMOUNT,WOCHENMARKT,BOCHUM_TOTAL,WAHLEN,WEIHNACHTSMARKT,ZELTFESTIVAL,KEMNADE_IN_FLAMMER,HEIMSPIEL_VFL_BOCHUM,holiday,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,tdiff
2429,6/10/2018,2018,6,6,10,Käsebrötchen,52,0,0,0,0,0,0,0,0,20.5,16.4,24.3,0,0,334,8.3,30.6,1012.3,270,-1.3
2431,6/11/2018,2018,6,0,11,Käsebrötchen,35,0,0,0,0,0,0,0,0,18.1,14.3,21.8,0,0,41,15.1,38.2,1012.5,486,-2.4
2433,6/12/2018,2018,6,1,12,Käsebrötchen,31,1,0,0,0,0,0,0,0,15,12.1,18.1,0.9,0,29,12.2,32,1013.4,132,-3.1
2435,6/13/2018,2018,6,2,13,Käsebrötchen,36,0,0,0,0,0,0,0,0,13.8,10.3,17.3,0,0,330,9.7,28.1,1016.6,36,-1.2
2437,6/14/2018,2018,6,3,14,Käsebrötchen,42,1,0,0,0,0,0,0,0,15,9.6,20.6,3.7,0,201,9.7,34.2,1016.1,384,1.2
2439,6/15/2018,2018,6,4,15,Käsebrötchen,37,0,0,0,0,0,0,0,0,18.5,14.1,23.3,0,0,210,5.4,21.6,1016.6,456,3.5
2441,6/16/2018,2018,6,5,16,Käsebrötchen,34,0,0,0,0,0,0,0,0,18.3,14.5,23.6,5,0,214,6.8,37.1,1015.4,366,-0.2
2443,6/17/2018,2018,6,6,17,Käsebrötchen,48,0,0,0,0,0,0,0,0,15.6,12.8,18.5,0,0,237,11.9,36.7,1018.3,192,-2.7
2445,6/18/2018,2018,6,0,18,Käsebrötchen,31,0,0,0,0,0,0,0,0,17.6,14.5,20.9,0.1,0,214,11.2,32.4,1020.7,66,2
2447,6/19/2018,2018,6,1,19,Käsebrötchen,28,1,0,0,0,0,0,0,0,17.4,14.5,20.8,0.4,0,230,9.7,26.6,1023.8,6,-0.2
2449,6/20/2018,2018,6,2,20,Käsebrötchen,35,0,0,0,0,0,0,0,0,21.6,17.2,26.7,0,0,232,7.9,27,1020.7,576,4.2
2451,6/21/2018,2018,6,3,21,Käsebrötchen,37,1,0,0,0,0,0,0,0,15.4,9.7,19.5,0.3,0,276,14.8,54.4,1019.6,330,-6.2
2453,6/22/2018,2018,6,4,22,Käsebrötchen,36,0,0,0,0,0,0,0,0,12.5,8.7,17.2,0.7,0,288,13.7,40,1025.4,276,-2.9
2455,6/23/2018,2018,6,5,23,Käsebrötchen,36,0,0,0,0,0,0,0,0,13.3,9,18.1,0,0,299,8.6,33.1,1026.6,198,0.8
2457,6/24/2018,2018,6,6,24,Käsebrötchen,55,0,0,0,0,0,0,0,0,14.4,11.1,17.2,0,0,346,9.4,29.2,1023.4,108,1.1
2459,6/25/2018,2018,6,0,25,Käsebrötchen,34,0,0,0,0,0,0,0,0,16.3,12.5,21.2,0,0,335,10.1,27.4,1024.4,324,1.9
2461,6/26/2018,2018,6,1,26,Käsebrötchen,31,1,0,0,0,0,0,0,0,14.2,11.2,17.7,0,0,30,10.8,25.9,1025.8,330,-2.1
2463,6/27/2018,2018,6,2,27,Käsebrötchen,25,0,0,0,0,0,0,0,0,19,11.7,25.4,0,0,62,11.5,42.8,1024.4,876,4.8
2465,6/28/2018,2018,6,3,28,Käsebrötchen,26,1,0,0,0,0,0,0,0,21.5,14.4,26.8,0,0,59,13.3,39.2,1022.3,882,2.5
2467,6/29/2018,2018,6,4,29,Käsebrötchen,39,0,0,0,0,0,0,0,0,22.2,15.7,28,0,0,33,14,32.8,1018.3,936,0.7
2469,6/30/2018,2018,6,5,30,Käsebrötchen,29,0,0,0,0,0,0,0,0,21.6,15.6,26.8,0,0,58,14.4,40.3,1015.7,930,-0.6
2471,7/1/2018,2018,7,6,1,Käsebrötchen,36,0,0,0,0,0,0,0,0,20.3,14.7,25.5,0,0,83,15.1,40,1016.9,942,-1.3
2473,7/2/2018,2018,7,0,2,Käsebrötchen,32,0,0,0,0,0,0,0,0,20.4,12.1,26.2,0,0,72,12.6,36.7,1016.5,942,0.1
2475,7/3/2018,2018,7,1,3,Käsebrötchen,28,1,0,0,0,0,0,0,0,22.4,13.8,29.2,0.4,0,66,7.9,26.3,1016.5,930,2
2477,7/4/2018,2018,7,2,4,Käsebrötchen,27,0,0,0,0,0,0,0,0,22.8,17.2,27.8,0,0,153,7.6,25.2,1014,378,0.4
2479,7/5/2018,2018,7,3,5,Käsebrötchen,39,1,0,0,0,0,0,0,0,21.3,16.6,26.7,8.5,0,302,7.6,31.7,1013.9,408,-1.5
2481,7/6/2018,2018,7,4,6,Käsebrötchen,37,0,0,0,0,0,0,0,0,19.3,13.2,25.2,0,0,341,9.7,32,1020.2,360,-2
2483,7/7/2018,2018,7,5,7,Käsebrötchen,29,0,0,0,0,0,0,0,0,20.3,15.5,25.1,0,0,14,11.2,36.7,1023.3,828,1
2485,7/8/2018,2018,7,6,8,Käsebrötchen,51,0,0,0,0,0,0,0,0,18.9,12.5,25.1,0,0,7,11.2,34.9,1024.2,912,-1.4
2487,7/9/2018,2018,7,0,9,Käsebrötchen,22,0,0,0,0,0,0,0,0,18.3,13.5,23,0,0,0,11.2,29.5,1022.8,408,-0.6
2489,7/10/2018,2018,7,1,10,Käsebrötchen,31,1,0,0,0,0,0,0,0,15.1,13.1,18.9,0.1,0,300,13.3,41.8,1017.5,108,-3.2
2491,7/11/2018,2018,7,2,11,Käsebrötchen,30,0,0,0,0,0,0,0,0,16.2,11.2,21.7,5.3,0,331,8.3,37.1,1017.4,258,1.1
2493,7/12/2018,2018,7,3,12,Käsebrötchen,38,1,0,0,0,0,0,0,0,19.5,14.3,25.8,0,0,330,7.9,28.1,1018.5,426,3.3
2495,7/13/2018,2018,7,4,13,Käsebrötchen,32,0,0,0,0,0,0,0,0,20.3,14.1,26.3,0,0,359,7.2,24.5,1020.5,792,0.8
2497,7/14/2018,2018,7,5,14,Käsebrötchen,24,0,0,0,0,0,0,0,0,20.6,14.8,26.3,0,0,17,10.1,25.2,1019.6,792,0.3
2499,7/15/2018,2018,7,6,15,Käsebrötchen,54,0,0,0,0,0,0,0,0,21.6,14.9,27.4,0,0,52,9.7,28.4,1016.9,912,1
2501,7/16/2018,2018,7,0,16,Käsebrötchen,21,0,0,0,0,0,0,0,0,23.5,15.7,29.4,0,0,43,7.2,24.8,1013.4,894,1.9
2503,7/17/2018,2018,7,1,17,Käsebrötchen,36,1,0,0,0,0,0,0,0,22.3,16.4,28.8,0,0,263,10.1,41,1014.9,606,-1.2
2505,7/18/2018,2018,7,2,18,Käsebrötchen,38,0,0,0,0,0,0,0,0,20.2,12.6,26.4,0,0,323,5.8,20.5,1018.7,708,-2.1
2507,7/19/2018,2018,7,3,19,Käsebrötchen,46,1,1,0,0,0,0,0,0,21.8,14.8,28.1,0,0,90,6.5,23,1017.8,540,1.6
2509,7/20/2018,2018,7,4,20,Käsebrötchen,35,0,1,0,0,0,0,0,0,22.2,14.6,28.7,1.3,0,291,6.5,21.6,1013.4,738,0.4
2511,7/21/2018,2018,7,5,21,Käsebrötchen,28,0,1,0,0,0,0,0,0,21.9,16.1,28.9,0.1,0,246,7.2,25.9,1011.4,534,-0.3
2513,7/22/2018,2018,7,6,22,Käsebrötchen,55,0,1,0,0,0,0,0,0,21.5,15.4,27.9,0,0,310,7.6,26.3,1014.8,486,-0.4
2515,7/23/2018,2018,7,0,23,Käsebrötchen,37,0,0,0,0,0,0,0,0,22.8,14.8,28.7,0,0,244,5.4,22.7,1017.2,678,1.3
2517,7/24/2018,2018,7,1,24,Käsebrötchen,30,1,0,0,0,0,0,0,0,26.8,19.1,32.8,0,0,171,5.8,23,1014.5,798,4
2519,7/25/2018,2018,7,2,25,Käsebrötchen,39,0,0,0,0,0,0,0,0,25.8,19.1,34.7,0.2,0,2,8.6,37.4,1015,498,-1
2521,7/26/2018,2018,7,3,26,Käsebrötchen,29,1,0,0,0,0,0,0,0,28.4,20.3,35.6,0,0,86,7.9,25.6,1014.4,564,2.6
2523,7/27/2018,2018,7,4,27,Käsebrötchen,39,0,0,0,0,0,0,0,0,29.2,22.3,34.9,0,0,87,11.9,35.3,1011.5,852,0.8
2525,7/28/2018,2018,7,5,28,Käsebrötchen,32,0,0,0,0,0,0,0,0,23.7,18.4,28.4,0.7,0,218,11.2,43.2,1009.2,330,-5.5
2527,7/29/2018,2018,7,6,29,Käsebrötchen,50,0,0,0,0,0,0,0,0,23.3,18.2,28.8,0,0,172,11.9,42.1,1013.5,306,-0.4
2529,7/30/2018,2018,7,0,30,Käsebrötchen,25,0,0,0,0,0,0,0,0,26.5,19.6,32.4,0,0,186,6.8,27.7,1014.8,624,3.2
2531,7/31/2018,2018,7,1,31,Käsebrötchen,34,1,0,0,0,0,0,0,0,24.8,19,30.8,0,0,289,10.4,41.4,1016.9,600,-1.7
2533,8/1/2018,2018,8,2,1,Käsebrötchen,40,0,0,0,0,0,0,0,0,23.7,18.3,28.3,0,0,37,11.2,27.4,1020.9,402,-1.1
2535,8/2/2018,2018,8,3,2,Käsebrötchen,22,1,0,0,0,0,0,0,0,25.9,18.5,32.2,0,0,29,9,26.6,1022,840,2.2
2537,8/3/2018,2018,8,4,3,Käsebrötchen,37,0,0,0,0,0,0,0,0,27.6,19.5,34.4,0,0,12,7.9,25.2,1020.5,828,1.7
2539,8/4/2018,2018,8,5,4,Käsebrötchen,38,0,0,0,0,0,0,1,0,25.7,20,31.8,0,0,14,12.2,36.4,1019.3,612,-1.9
2541,8/5/2018,2018,8,6,5,Käsebrötchen,49,0,0,0,0,0,0,0,0,22.1,17.9,26.9,0,0,7,11.2,27.4,1021.9,636,-3.6
2543,8/6/2018,2018,8,0,6,Käsebrötchen,29,0,0,0,0,0,0,0,0,25.3,15.8,32.6,0,0,113,7.2,31,1015.9,846,3.2
2545,8/7/2018,2018,8,1,7,Käsebrötchen,32,1,0,0,0,0,0,0,0,28.7,19.4,35.5,5.2,0,183,7.9,28.4,1009.2,774,3.4
2547,8/8/2018,2018,8,2,8,Käsebrötchen,33,0,0,0,0,0,0,0,0,22.3,16.9,26.7,0,0,226,12.6,46.4,1012.2,228,-6.4
2549,8/9/2018,2018,8,3,9,Käsebrötchen,31,1,0,0,0,0,0,0,0,21.1,14.5,29.1,0.8,0,108,16.6,62.3,1012,144,-1.2
2551,8/10/2018,2018,8,4,10,Käsebrötchen,36,0,0,0,0,0,0,0,0,18,12.7,22.7,2.1,0,224,16.6,47.5,1020.9,618,-3.1
2553,8/11/2018,2018,8,5,11,Käsebrötchen,20,0,0,0,0,0,0,0,0,16.7,12,21.5,0,0,242,11.2,37.1,1022.2,540,-1.3
2555,8/12/2018,2018,8,6,12,Käsebrötchen,55,0,0,0,0,0,0,0,0,20.1,12,27.2,0.3,0,161,9.4,30.2,1015.3,720,3.4
2557,8/13/2018,2018,8,0,13,Käsebrötchen,29,0,0,0,0,0,0,0,0,18.3,15.5,23.1,4.9,0,188,11.5,47.2,1007.8,150,-1.8
2559,8/14/2018,2018,8,1,14,Käsebrötchen,32,1,0,0,0,0,0,0,0,18.9,15.9,24,0.2,0,255,12.2,36.4,1014.2,210,0.6
2561,8/15/2018,2018,8,2,15,Käsebrötchen,39,0,0,0,0,0,0,0,0,18.9,15.8,22.7,0,0,220,8.6,27,1019.4,72,0
2563,8/16/2018,2018,8,3,16,Käsebrötchen,30,1,0,0,0,0,0,0,0,20.7,15,27,3.4,0,214,8.3,27,1016.4,660,1.8
2565,8/17/2018,2018,8,4,17,Käsebrötchen,33,0,0,0,0,1,0,0,0,18.1,14.7,21.6,4.3,0,0,8.6,31,1018.5,270,-2.6
2567,8/18/2018,2018,8,5,18,Käsebrötchen,32,0,0,0,0,1,0,0,0,18.2,11.7,24.1,0,0,247,7.9,30.6,1022.4,750,0.1
2569,8/19/2018,2018,8,6,19,Käsebrötchen,50,0,0,0,0,1,0,0,0,19.7,14,24.7,0,0,221,10.4,34.9,1020.8,690,1.5
2571,8/20/2018,2018,8,0,20,Käsebrötchen,25,0,0,0,0,1,0,0,0,19.7,17.3,22.4,1.2,0,245,7.2,21.6,1019.9,0,0
2573,8/21/2018,2018,8,1,21,Käsebrötchen,18,1,0,0,0,1,0,0,0,21.7,17.2,26.8,0,0,72,5.8,15.8,1020.3,180,2
2575,8/22/2018,2018,8,2,22,Käsebrötchen,30,0,0,0,0,1,0,0,0,23.3,17.4,29.2,0,0,225,6.5,26.6,1016.9,690,1.6
2577,8/23/2018,2018,8,3,23,Käsebrötchen,32,1,0,0,0,1,0,0,0,20.6,15.4,26.2,3.8,0,248,9.7,45,1013.1,672,-2.7
2579,8/24/2018,2018,8,4,24,Käsebrötchen,32,0,0,0,0,1,0,1,0,16.2,13.2,19.7,4.6,0,245,10.8,37.1,1012.1,168,-4.4
2581,8/25/2018,2018,8,5,25,Käsebrötchen,34,0,0,0,0,1,0,0,0,13.1,9.4,17.5,0.1,0,243,13.3,44.3,1012.1,258,-3.1
2583,8/26/2018,2018,8,6,26,Käsebrötchen,46,0,0,0,0,1,0,0,0,14.4,7.5,19.8,2.6,0,207,10.8,51.8,1015.6,480,1.3
2585,8/27/2018,2018,8,0,27,Käsebrötchen,23,0,0,0,0,1,0,0,0,15.9,11.9,20.6,1.3,0,212,15.5,50.8,1012.6,114,1.5
2587,8/28/2018,2018,8,1,28,Käsebrötchen,28,1,0,0,0,1,0,0,0,18.2,13.4,23.1,0,0,188,7.9,25.6,1018.9,522,2.3
2589,8/29/2018,2018,8,2,29,Käsebrötchen,36,0,0,0,0,1,0,0,0,19.1,14.2,26.6,11.8,0,140,7.6,45.4,1013.3,378,0.9
2591,8/30/2018,2018,8,3,30,Käsebrötchen,27,1,0,0,0,1,0,0,0,15.8,12.3,19.4,0,0,310,9.7,33.8,1020.5,252,-3.3
2593,8/31/2018,2018,8,4,31,Käsebrötchen,45,0,0,0,0,1,0,0,0,14.8,10.5,19.2,0,0,19,8.6,26.3,1023.5,390,-1
2595,9/1/2018,2018,9,5,1,Käsebrötchen,32,0,0,0,0,1,0,0,0,15.1,8.5,20.2,0,0,37,9.7,33.8,1026.7,576,0.3
2597,9/2/2018,2018,9,6,2,Käsebrötchen,51,0,0,0,0,1,0,0,0,17.6,11.1,23.3,0,0,63,12.6,39.2,1024.6,744,2.5
2599,9/3/2018,2018,9,0,3,Käsebrötchen,26,0,0,0,0,0,0,0,0,18.5,16.2,21.4,0.2,0,50,5.4,17.6,1018.1,12,0.9
2601,9/4/2018,2018,9,1,4,Käsebrötchen,16,1,0,0,0,0,0,0,0,20,15.7,25.6,0,0,231,5,28.1,1016.8,360,1.5
2603,9/5/2018,2018,9,2,5,Käsebrötchen,27,0,0,0,0,0,0,0,0,21.9,16.5,27,8.9,0,59,6.5,21.2,1016.4,318,1.9
2605,9/6/2018,2018,9,3,6,Käsebrötchen,27,1,0,0,0,0,0,0,0,17.2,14,19.6,8.2,0,273,6.1,19.8,1013,0,-4.7
2607,9/7/2018,2018,9,4,7,Käsebrötchen,40,0,0,0,0,0,0,0,0,14.5,10.2,18.2,1.6,0,238,10.4,44.3,1014.5,294,-2.7
2609,9/8/2018,2018,9,5,8,Käsebrötchen,32,0,0,0,0,0,0,0,0,14.3,9.2,18.9,0,0,213,10.1,32.4,1020.1,396,-0.2
2610,9/9/2018,2018,9,6,9,Käsebrötchen,48,0,0,0,0,0,0,0,0,17.7,13.6,22.4,0,0,183,7.9,26.6,1020.8,312,3.4
2612,9/10/2018,2018,9,0,10,Käsebrötchen,27,0,0,0,0,0,0,0,0,17.8,14.5,20.5,0,0,218,7.9,22.3,1022,48,0.1
2614,9/11/2018,2018,9,1,11,Käsebrötchen,26,1,0,0,0,0,0,0,0,19.8,14.5,25.6,0,0,225,16.2,44.6,1021.8,648,2
2616,9/12/2018,2018,9,2,12,Käsebrötchen,37,0,0,0,0,0,0,0,0,17,13.5,22.8,1.3,0,255,12.6,32,1021.2,258,-2.8
2618,9/13/2018,2018,9,3,13,Käsebrötchen,31,1,0,0,0,0,0,0,0,14,10.6,17.4,0,0,47,8.3,21.2,1021.6,66,-3
2620,9/14/2018,2018,9,4,14,Käsebrötchen,31,0,0,0,0,0,0,0,0,14.4,7.8,19.7,0,0,212,7.9,28.8,1021.2,546,0.4
2622,9/15/2018,2018,9,5,15,Käsebrötchen,41,0,0,0,0,0,0,0,0,14.4,11,18.4,0.1,0,238,7.9,27.4,1024.2,234,0
2624,9/16/2018,2018,9,6,16,Käsebrötchen,47,0,0,0,0,0,0,1,0,16.7,10.8,22.6,0,0,165,7.2,28.1,1022.4,588,2.3
2626,9/17/2018,2018,9,0,17,Käsebrötchen,26,0,0,0,0,0,0,0,0,19.1,13.5,25.3,0,0,180,8.3,26.3,1018.6,672,2.4
2628,9/18/2018,2018,9,1,18,Käsebrötchen,27,1,0,0,0,0,0,0,0,23.6,17.6,30.8,0,0,193,14.4,36.7,1013.6,696,4.5
2630,9/19/2018,2018,9,2,19,Käsebrötchen,40,0,0,0,0,0,0,0,0,20.8,14.8,27.1,0,0,217,11.9,48.2,1017.5,558,-2.8
2632,9/20/2018,2018,9,3,20,Käsebrötchen,35,1,0,0,0,0,0,0,0,20.5,15.7,25.4,0,0,203,11.9,46.1,1015.7,642,-0.3
2634,9/21/2018,2018,9,4,21,Käsebrötchen,27,0,0,0,0,0,0,0,0,16.7,12.3,21.5,4.7,0,212,19.1,60.5,1009.4,138,-3.8
2636,9/22/2018,2018,9,5,22,Käsebrötchen,35,0,0,0,0,0,0,0,0,11.8,9.7,16.3,4.1,0,229,13.3,47.9,1019.7,228,-4.9
2638,9/23/2018,2018,9,6,23,Käsebrötchen,61,0,0,0,0,0,0,0,0,9.7,7.3,11.4,15.5,0,49,10.8,43.6,1014.6,0,-2.1
2640,9/24/2018,2018,9,0,24,Käsebrötchen,32,0,0,0,0,0,0,0,0,9.5,5.9,14.3,0.2,0,279,10.1,47.2,1033,468,-0.2
2642,9/25/2018,2018,9,1,25,Käsebrötchen,17,1,0,0,0,0,0,1,0,9.5,4.6,14.5,0,0,184,4.3,15.1,1038.8,432,0
2644,9/26/2018,2018,9,2,26,Käsebrötchen,36,0,0,0,0,0,0,0,0,12.2,7.3,17.5,0,0,195,10.1,26.6,1034.2,552,2.7
2646,9/27/2018,2018,9,3,27,Käsebrötchen,28,1,0,0,0,0,0,0,0,15.7,10.4,22.1,0,0,206,7.9,22.3,1027.3,678,3.5
2648,9/28/2018,2018,9,4,28,Käsebrötchen,38,0,0,0,0,0,0,0,0,11.4,7.3,15.5,0.4,0,350,10.8,36.7,1026.4,156,-4.3
2650,9/29/2018,2018,9,5,29,Käsebrötchen,37,0,0,0,0,0,0,0,0,9.9,3.9,15.2,0,0,82,7.9,24.1,1028.4,648,-1.5
2652,9/30/2018,2018,9,6,30,Käsebrötchen,61,0,0,0,0,0,0,0,0,11.6,7.3,16.8,0,0,211,6.8,22,1018,618,1.7
2654,10/1/2018,2018,10,0,1,Käsebrötchen,30,0,0,0,0,0,0,0,0,8.9,5.6,13.1,4.8,0,300,9.4,51.1,1019.2,282,-2.7
2656,10/2/2018,2018,10,1,2,Käsebrötchen,29,1,0,0,0,0,0,0,0,9.3,6.2,13,2.8,0,231,13.3,40.7,1019,12,0.4
2658,10/3/2018,2018,10,2,3,Käsebrötchen,75,0,0,0,0,0,0,0,1,11.6,8.2,15.3,0,0,268,7.2,29.9,1025,312,2.3
2660,10/4/2018,2018,10,3,4,Käsebrötchen,36,1,0,0,0,0,0,0,0,11.9,8.2,16.3,0,0,190,8.3,25.6,1026.8,252,0.3
2662,10/5/2018,2018,10,4,5,Käsebrötchen,35,0,0,0,0,0,0,1,0,16,11.1,21.9,0,0,170,10.8,28.8,1018.5,648,4.1
2664,10/6/2018,2018,10,5,6,Käsebrötchen,43,0,0,0,0,0,0,0,0,17.6,11.5,23.7,0.2,0,197,9,28.8,1009.7,600,1.6
2666,10/7/2018,2018,10,6,7,Käsebrötchen,62,0,0,0,0,0,0,0,0,11.8,6.6,14.6,0,0,31,14.4,47.5,1018.8,438,-5.8
2668,10/8/2018,2018,10,0,8,Käsebrötchen,30,0,0,0,0,0,0,0,0,10.7,6.2,15.8,0,0,207,5.4,16.2,1022.6,594,-1.1
2670,10/9/2018,2018,10,1,9,Käsebrötchen,21,1,0,0,0,0,0,0,0,13.7,7.5,20.2,0,0,178,5.8,16.9,1022,444,3
2672,10/10/2018,2018,10,2,10,Käsebrötchen,40,0,0,0,0,0,0,0,0,18.1,11.8,24.7,0,0,107,10.1,29.9,1017.4,624,4.4
2674,10/11/2018,2018,10,3,11,Käsebrötchen,37,1,0,0,0,0,0,0,0,19.1,14.8,23.5,0,0,161,14.8,36.7,1013.1,450,1
2676,10/12/2018,2018,10,4,12,Käsebrötchen,33,0,0,0,0,0,0,0,0,20.3,15.9,25.1,0,0,170,14.4,34.9,1019.1,552,1.2
2678,10/13/2018,2018,10,5,13,Käsebrötchen,38,0,0,0,0,0,0,0,0,22.1,18.1,26.4,0,0,162,18.4,46.8,1018.3,600,1.8
2680,10/14/2018,2018,10,6,14,Käsebrötchen,49,0,0,0,0,0,0,0,0,20.8,17,25.2,0,0,165,18.4,44.3,1010.7,588,-1.3
2682,10/15/2018,2018,10,0,15,Käsebrötchen,40,0,0,0,0,0,0,0,0,20.2,15.9,24.4,0,0,184,9,25.6,1013.3,588,-0.6
2684,10/16/2018,2018,10,1,16,Käsebrötchen,26,1,0,0,0,0,0,0,0,19.3,15.3,24.3,0,0,201,5.8,14,1018.6,402,-0.9
2686,10/17/2018,2018,10,2,17,Käsebrötchen,37,0,0,0,0,0,0,0,0,17.5,12.8,21.5,0,0,211,8.3,19.8,1019.5,444,-1.8
2688,10/18/2018,2018,10,3,18,Käsebrötchen,34,1,0,0,0,0,0,0,0,13.4,11.6,16.9,0.1,0,24,12.2,28.4,1023.9,78,-4.1
2690,10/19/2018,2018,10,4,19,Käsebrötchen,32,0,0,0,0,0,0,0,0,11.6,7.9,15.6,0,0,53,9.7,23.4,1025.5,306,-1.8
2692,10/20/2018,2018,10,5,20,Käsebrötchen,42,0,0,0,0,0,0,0,0,9.7,5.1,14.2,0,0,44,5,16.6,1030.7,498,-1.9
2694,10/21/2018,2018,10,6,21,Käsebrötchen,51,0,0,0,0,0,0,0,0,10.5,5.5,15.8,0,0,184,4.7,18,1029.1,582,0.8
2696,10/22/2018,2018,10,0,22,Käsebrötchen,39,0,0,0,0,0,0,0,0,10.5,5.3,14.5,1.6,0,320,9,41.8,1031.2,96,0
2698,10/23/2018,2018,10,1,23,Käsebrötchen,27,1,0,0,0,0,0,0,0,9.3,5,12.9,3.4,0,251,15.1,44.3,1025.7,0,-1.2
2700,10/24/2018,2018,10,2,24,Käsebrötchen,40,0,0,0,0,0,0,0,0,12.8,11.5,14.8,2.2,0,291,13,45.7,1023.3,54,3.5
2702,10/25/2018,2018,10,3,25,Käsebrötchen,40,1,0,0,0,0,0,0,0,11.4,9.9,12.1,0,0,252,10.8,40.3,1019.3,0,-1.4
2704,10/26/2018,2018,10,4,26,Käsebrötchen,34,0,0,0,0,0,0,0,0,8.9,5.8,10.1,1.5,0,232,13.7,37.1,1009,0,-2.5
2706,10/27/2018,2018,10,5,27,Käsebrötchen,37,0,0,0,0,0,0,0,0,5.8,3.8,9.3,0.6,0,222,9.4,28.1,1009.3,108,-3.1
2708,10/28/2018,2018,10,6,28,Käsebrötchen,53,0,0,0,0,0,0,0,0,3.7,1.9,5.8,0,0,42,19.4,47.2,1015.1,48,-2.1
2710,10/29/2018,2018,10,0,29,Käsebrötchen,35,0,0,0,0,0,0,1,0,4.4,3.8,5.7,9.5,0,51,18,47.5,1003.6,0,0.7
2712,10/30/2018,2018,10,1,30,Käsebrötchen,26,1,0,0,0,0,0,0,0,5.5,2.2,8.2,6.8,0,156,23.4,73.4,991.6,0,1.1
2714,10/31/2018,2018,10,2,31,Käsebrötchen,31,0,0,0,0,0,0,0,0,8.5,4.5,12.2,0,0,169,14.8,45.4,1013.1,246,3
2716,11/1/2018,2018,11,3,1,Käsebrötchen,59,0,0,0,0,0,0,0,1,10,8.3,12.3,2.1,0,160,11.5,32.8,1011.1,0,1.5
2718,11/2/2018,2018,11,4,2,Käsebrötchen,28,0,0,0,0,0,0,0,0,8.2,2.5,10.7,0.2,0,234,10.1,38.9,1022.4,168,-1.8
2720,11/3/2018,2018,11,5,3,Käsebrötchen,32,0,0,0,0,0,0,0,0,5.2,2.5,9.5,0,0,158,6.1,16.2,1028.6,498,-3
2722,11/4/2018,2018,11,6,4,Käsebrötchen,53,0,0,0,0,0,0,0,0,8.2,2.7,11.5,0,0,134,8.6,22.3,1017.2,0,3
2724,11/5/2018,2018,11,0,5,Käsebrötchen,38,0,0,0,0,0,0,0,0,9,4,13.1,0,0,119,7.9,25.9,1009.3,108,0.8
2726,11/6/2018,2018,11,1,6,Käsebrötchen,22,1,0,0,0,0,0,0,0,14.3,9.8,20,0,0,155,9,30.2,1007.2,408,5.3
2728,11/7/2018,2018,11,2,7,Käsebrötchen,37,0,0,0,0,0,0,0,0,12.7,10.1,16.3,1.2,0,171,15.1,40,1009.5,372,-1.6
2730,11/8/2018,2018,11,3,8,Käsebrötchen,34,1,0,0,0,0,0,0,0,10.7,7.5,13.4,0,0,178,9.4,27.7,1019.9,456,-2
2732,11/9/2018,2018,11,4,9,Käsebrötchen,26,0,0,0,0,0,0,0,0,10.9,7.2,13.6,0,0,149,14,46.8,1013.2,252,0.2
2734,11/10/2018,2018,11,5,10,Käsebrötchen,33,0,0,0,0,0,0,0,0,12.6,11.8,14.4,5.1,0,166,23.4,52.2,1004.3,0,1.7
2736,11/11/2018,2018,11,6,11,Käsebrötchen,59,0,0,0,0,0,0,0,0,11.7,10.3,13.9,7,0,174,16.9,42.8,1007.7,42,-0.9
2738,11/12/2018,2018,11,0,12,Käsebrötchen,37,0,0,0,0,0,0,1,0,11,9.3,14.4,0.8,0,205,9.7,34.2,1014.6,0,-0.7
2740,11/13/2018,2018,11,1,13,Käsebrötchen,16,1,0,0,0,0,0,0,0,10.1,7.8,12.8,0,0,220,14.4,46.8,1024.2,132,-0.9
2742,11/14/2018,2018,11,2,14,Käsebrötchen,25,0,0,0,0,0,0,0,0,8.5,6.3,12,0,0,175,11.5,27.4,1028.7,462,-1.6
2744,11/15/2018,2018,11,3,15,Käsebrötchen,26,1,0,0,0,0,0,0,0,5.9,1.6,10.3,0,0,171,9,27,1026.6,492,-2.6
2746,11/16/2018,2018,11,4,16,Käsebrötchen,34,0,0,0,0,0,0,0,0,6,1.4,12.4,0,0,123,8.3,23.8,1028.8,480,0.1
2748,11/17/2018,2018,11,5,17,Käsebrötchen,37,0,0,0,0,0,0,0,0,4.1,0,8.8,0,0,80,11.5,34.2,1031.4,492,-1.9
2750,11/18/2018,2018,11,6,18,Käsebrötchen,50,0,0,0,0,0,0,0,0,2.1,-0.6,6.9,0,0,67,16.9,44.6,1029.1,474,-2
2752,11/19/2018,2018,11,0,19,Käsebrötchen,35,0,0,0,0,0,0,0,0,3.7,2,5.6,1.4,0,53,20.2,55.4,1019.5,84,1.6
2754,11/20/2018,2018,11,1,20,Käsebrötchen,21,1,0,0,0,0,0,0,0,2.2,0.5,3.5,0,0,78,16.9,57.6,1010.9,0,-1.5
2756,11/21/2018,2018,11,2,21,Käsebrötchen,31,0,0,0,0,0,0,0,0,1.8,-0.5,5.2,0,0,83,8.3,24.1,1016.9,306,-0.4
2758,11/22/2018,2018,11,3,22,Käsebrötchen,29,1,0,0,0,0,0,0,0,3.1,1,5.1,0,0,112,9,25.9,1020.2,0,1.3
